Hours since 1 January 2017 00:00,Measured grid demand (MW)
24259.5,7662.94
24260,7531.71
24260.5,7375.92
24261,7127.89
24261.5,6919.54
24262,6654.48
24262.5,6504.04
24263,6345.56
24263.5,6080.29
24264,5855.74
24264.5,5698
24265,5554
24265.5,5436.6
24266,5376.77
24266.5,5355.98
24267,5309.47
24267.5,5311.24
24268,5312.7
24268.5,5372.72
24269,5440.37
24269.5,5669.6
24270,5756.23
24270.5,5923.38
24271,6042.27
24271.5,6162.22
24272,6108.49
24272.5,5990.24
24273,5750.56
24273.5,5653.84
24274,5579.36
24274.5,5562.97
24275,5539.84
24275.5,5491.98
24276,5474.7
24276.5,5457.19
24277,5448.15
24277.5,5509.66
24278,5600.47
24278.5,5740.25
24279,5881.52
24279.5,6016.19
24280,6294.24
24280.5,6514.98
24281,6733.05
24281.5,6894.12
24282,7044.78
24282.5,7156.16
24283,7281.02
24283.5,7137.39
24284,7092.71
24284.5,6929
24285,6746.88
24285.5,6591.39
24286,6399.34
24286.5,6278.44
24287,6130.15
24287.5,5911.07
24288,5680.93
24288.5,5553.09
24289,5450.14
24289.5,5343.67
24290,5283.04
24290.5,5256.76
24291,5238.53
24291.5,5216.05
24292,5215.35
24292.5,5298.32
24293,5371.88
24293.5,5508.25
24294,5686.84
24294.5,5893.62
24295,6057.65
24295.5,6112.12
24296,5962.21
24296.5,5844.91
24297,5692.87
24297.5,5621.77
24298,5653.14
24298.5,5647.73
24299,5598.57
24299.5,5553.23
24300,5557.31
24300.5,5547.95
24301,5651.1
24301.5,5798.56
24302,5700.59
24302.5,5693
24303,5957.83
24303.5,6191.75
24304,6405.17
24304.5,6584.6
24305,6713.84
24305.5,6843.72
24306,7000.65
24306.5,7165.16
24307,7273.45
24307.5,7149.67
24308,7072.34
24308.5,6934.39
24309,6760.84
24309.5,6587.36
24310,6456.49
24310.5,6283.31
24311,6147.54
24311.5,5925.13
24312,5708.59
24312.5,5568.45
24313,5395.67
24313.5,5281.16
24314,5225.22
24314.5,5165.62
24315,5174.85
24315.5,5224.97
24316,5195.56
24316.5,5283.89
24317,5354.65
24317.5,5546.89
24318,5674.47
24318.5,5823.91
24319,5970.51
24319.5,6066.98
24320,5990.23
24320.5,5895.44
24321,5777.88
24321.5,5708.7
24322,5671.63
24322.5,5727.72
24323,5833.13
24323.5,5741.11
24324,5648.12
24324.5,5698.78
24325,5770.65
24325.5,5751.73
24326,5803.33
24326.5,5841.7
24327,5992.21
24327.5,6214.71
24328,6407
24328.5,6538.52
24329,6723.39
24329.5,6792.71
24330,6838.78
24330.5,6880.15
24331,6924.45
24331.5,6843.65
24332,6817.97
24332.5,6643.43
24333,6469.67
24333.5,6358.6
24334,6231.41
24334.5,6133.42
24335,6048.41
24335.5,5888.9
24336,5686.45
24336.5,5500.46
24337,5321.63
24337.5,5232.72
24338,5173.2
24338.5,5097.19
24339,5074.6
24339.5,5047.8
24340,5074.98
24340.5,5116.11
24341,5145.99
24341.5,5225.27
24342,5251.04
24342.5,5344.9
24343,5437.92
24343.5,5610.43
24344,5710.52
24344.5,5708.41
24345,5738.47
24345.5,5748.13
24346,5689.43
24346.5,5728.12
24347,5751.46
24347.5,5708.42
24348,5552.4
24348.5,5318.62
24349,4956.93
24349.5,4809.72
24350,4881.27
24350.5,4957.91
24351,5043.94
24351.5,5194.37
24352,5441.5
24352.5,5679.41
24353,5987.3
24353.5,6232.84
24354,6418.85
24354.5,6585.76
24355,6683.39
24355.5,6583.25
24356,6481.48
24356.5,6418.41
24357,6275.64
24357.5,6170.6
24358,6082.87
24358.5,5992.23
24359,5930.99
24359.5,5789.03
24360,5586.48
24360.5,5423.5
24361,5275.49
24361.5,5153.14
24362,5075.55
24362.5,4981.19
24363,4967.71
24363.5,5007.6
24364,4980.44
24364.5,4983.74
24365,4996.09
24365.5,5030.55
24366,4998.42
24366.5,4944.15
24367,4851.1
24367.5,4793.7
24368,4734.62
24368.5,4703.29
24369,4631.72
24369.5,4603.23
24370,4533.25
24370.5,4483.44
24371,4493.55
24371.5,4568.81
24372,4630.5
24372.5,4734.09
24373,4769.52
24373.5,4837.5
24374,4905.19
24374.5,4951.83
24375,5044.33
24375.5,5260.7
24376,5470.02
24376.5,5760.32
24377,6053.47
24377.5,6311.3
24378,6498.66
24378.5,6683.81
24379,6805.58
24379.5,6660.94
24380,6603.83
24380.5,6610.94
24381,6417.5
24381.5,6238.7
24382,6058.77
24382.5,5942.45
24383,5867.43
24383.5,5691.12
24384,5450.25
24384.5,5309.67
24385,5210.5
24385.5,5166.14
24386,5133.56
24386.5,5064.13
24387,5065.2
24387.5,5048.24
24388,5061.82
24388.5,5110.53
24389,5198.26
24389.5,5397.69
24390,5570
24390.5,5740.08
24391,5807.39
24391.5,5858.35
24392,5750.76
24392.5,5564.52
24393,5462.37
24393.5,5405.01
24394,5354.84
24394.5,5376.18
24395,5367.1
24395.5,5328.5
24396,5300.66
24396.5,5298.79
24397,5327.01
24397.5,5410.21
24398,5502.37
24398.5,5567.07
24399,5705.13
24399.5,5887.84
24400,6187.02
24400.5,6441.79
24401,6712.5
24401.5,6869.15
24402,7002.81
24402.5,7086.83
24403,7221.19
24403.5,7068.75
24404,6974.6
24404.5,6866.21
24405,6677.69
24405.5,6508.01
24406,6329.76
24406.5,6153.13
24407,6052.79
24407.5,5844.46
24408,5641.56
24408.5,5463.74
24409,5324.9
24409.5,5240.04
24410,5207.04
24410.5,5182.5
24411,5155.03
24411.5,5131.63
24412,5153.12
24412.5,5219.95
24413,5310.28
24413.5,5483.11
24414,5611.32
24414.5,5845.08
24415,6036.85
24415.5,6238.94
24416,6310.79
24416.5,6145.13
24417,5986.09
24417.5,5927.43
24418,5757.69
24418.5,5693.16
24419,5670.44
24419.5,5708.58
24420,5706.34
24420.5,5811.8
24421,5733.64
24421.5,5805.05
24422,5974.58
24422.5,6122.07
24423,6235.76
24423.5,6334.02
24424,6577.63
24424.5,6798.21
24425,7049.25
24425.5,7201.77
24426,7244.09
24426.5,7382.58
24427,7495.42
24427.5,7301.18
24428,7204.66
24428.5,7085.9
24429,6865.68
24429.5,6698.14
24430,6452.79
24430.5,6265.94
24431,6127.99
24431.5,5937.65
24432,5743.95
24432.5,5573.08
24433,5392.62
24433.5,5248.3
24434,5235.62
24434.5,5220.26
24435,5211.47
24435.5,5216.53
24436,5240.56
24436.5,5285.88
24437,5411.62
24437.5,5516.88
24438,5610.17
24438.5,5867.04
24439,6041.26
24439.5,6231.95
24440,6317.69
24440.5,6235.89
24441,6010.72
24441.5,6033.19
24442,5956.19
24442.5,5905.98
24443,5919.77
24443.5,5859.63
24444,5766.55
24444.5,5787.69
24445,5865.49
24445.5,5933.11
24446,6075.18
24446.5,6215.68
24447,6411.25
24447.5,6599.39
24448,6836.81
24448.5,7056.73
24449,7312.82
24449.5,7419.57
24450,7428.41
24450.5,7500.18
24451,7562.56
24451.5,7461.27
24452,7362.28
24452.5,7179.56
24453,7000.61
24453.5,6812.78
24454,6590.26
24454.5,6422.36
24455,6278.54
24455.5,6033.06
24456,5796.55
24456.5,5629.24
24457,5477.33
24457.5,5405.52
24458,5345.25
24458.5,5314.75
24459,5291.72
24459.5,5296.39
24460,5299.95
24460.5,5374.37
24461,5468.86
24461.5,5642.72
24462,5749.33
24462.5,5987.32
24463,6067.11
24463.5,6216.93
24464,6113
24464.5,6041.9
24465,5960.22
24465.5,5899.7
24466,5914.71
24466.5,5806.65
24467,5709.95
24467.5,5713.31
24468,5807.45
24468.5,5887.48
24469,5997.32
24469.5,6140.98
24470,6306.86
24470.5,6506.58
24471,6732.16
24471.5,6940.28
24472,7182.71
24472.5,7395.65
24473,7479.24
24473.5,7444.46
24474,7401.63
24474.5,7395.1
24475,7500.17
24475.5,7399.99
24476,7287.79
24476.5,7143.73
24477,6917.5
24477.5,6836.1
24478,6592.74
24478.5,6400.77
24479,6244.11
24479.5,6065.19
24480,5785.09
24480.5,5598.77
24481,5461.5
24481.5,5395.81
24482,5327.73
24482.5,5305.77
24483,5311.08
24483.5,5296.28
24484,5294.01
24484.5,5367.59
24485,5467.33
24485.5,5591.11
24486,5701.32
24486.5,5884.76
24487,6021.86
24487.5,6173.05
24488,6090.78
24488.5,6095.9
24489,5860.62
24489.5,5854.01
24490,5767.77
24490.5,5711.97
24491,5636.68
24491.5,5635.95
24492,5607.12
24492.5,5627.5
24493,5665.5
24493.5,5791.52
24494,5890.88
24494.5,6079.03
24495,6221.25
24495.5,6394.33
24496,6616.16
24496.5,6834.99
24497,7087.13
24497.5,7106.19
24498,7081.35
24498.5,7092.1
24499,7210.66
24499.5,7077.01
24500,6984.34
24500.5,6839.58
24501,6680.49
24501.5,6575.37
24502,6383.57
24502.5,6326.97
24503,6204.72
24503.5,6014.76
24504,5762.53
24504.5,5598.13
24505,5437.34
24505.5,5354.84
24506,5300.34
24506.5,5265.84
24507,5232.79
24507.5,5237.95
24508,5273.44
24508.5,5284.63
24509,5302.27
24509.5,5341.74
24510,5367.08
24510.5,5471.74
24511,5510.13
24511.5,5624.17
24512,5674.49
24512.5,5780.27
24513,5836.41
24513.5,5933
24514,5994.81
24514.5,5955.17
24515,5923.19
24515.5,5920.33
24516,5936.27
24516.5,5779.8
24517,5402.23
24517.5,5270.87
24518,5434.98
24518.5,5479.63
24519,5628.87
24519.5,5920.55
24520,6269.29
24520.5,6436.54
24521,6502.83
24521.5,6600.13
24522,6720.27
24522.5,6894.38
24523,6959.53
24523.5,6780.2
24524,6708.63
24524.5,6584.79
24525,6412.48
24525.5,6304.32
24526,6190.33
24526.5,6173.08
24527,6089.17
24527.5,5890.4
24528,5663.03
24528.5,5517.54
24529,5395.14
24529.5,5272.99
24530,5199.89
24530.5,5153.05
24531,5101.22
24531.5,5084.71
24532,5085.09
24532.5,5095.74
24533,5126.52
24533.5,5128.14
24534,5103.45
24534.5,5049.05
24535,5018.29
24535.5,4977.65
24536,4952.83
24536.5,4955.75
24537,4905.21
24537.5,4859.05
24538,4800.53
24538.5,4791.72
24539,4687
24539.5,4697.62
24540,4710.57
24540.5,4771.1
24541,4876.17
24541.5,4973.54
24542,5143.37
24542.5,5236.84
24543,5355.68
24543.5,5579.86
24544,5828.79
24544.5,6144.04
24545,6412.28
24545.5,6636.99
24546,6758.3
24546.5,6808.05
24547,6925.45
24547.5,6728.36
24548,6703.05
24548.5,6561.73
24549,6375.63
24549.5,6232.51
24550,6089.94
24550.5,6046.2
24551,5954.8
24551.5,5753.73
24552,5531.08
24552.5,5398.9
24553,5253.27
24553.5,5153.59
24554,5105.01
24554.5,5126.32
24555,5126.34
24555.5,5123.04
24556,5122.27
24556.5,5206.24
24557,5278.1
24557.5,5437.87
24558,5566.52
24558.5,5720.65
24559,5835.03
24559.5,5938.92
24560,5889.71
24560.5,5858.71
24561,5784.38
24561.5,5705.36
24562,5601.89
24562.5,5565.01
24563,5514.43
24563.5,5480.51
24564,5462.96
24564.5,5423.55
24565,5477.03
24565.5,5528.66
24566,5609.49
24566.5,5731.27
24567,5903.27
24567.5,6102.96
24568,6261.51
24568.5,6483.66
24569,6735.28
24569.5,6946.39
24570,7053.78
24570.5,7079.53
24571,7207.05
24571.5,7046
24572,6934.9
24572.5,6799.74
24573,6654.03
24573.5,6441.55
24574,6228.34
24574.5,6117.43
24575,6011.35
24575.5,5801.24
24576,5579.71
24576.5,5421.89
24577,5244.7
24577.5,5205.47
24578,5169.69
24578.5,5121.67
24579,5109.26
24579.5,5118.62
24580,5136.95
24580.5,5181.63
24581,5254.07
24581.5,5389.01
24582,5443.32
24582.5,5683.67
24583,5839.77
24583.5,5871.94
24584,5797.75
24584.5,5505.55
24585,5531.34
24585.5,5581.43
24586,5447.21
24586.5,5385.56
24587,5389.56
24587.5,5400.09
24588,5442.32
24588.5,5422.12
24589,5292.92
24589.5,5436.73
24590,5496.61
24590.5,5608.35
24591,5774.08
24591.5,6001.02
24592,6243.5
24592.5,6482.69
24593,6719.53
24593.5,6842.33
24594,6953.43
24594.5,7004.01
24595,7161.54
24595.5,7025.65
24596,6948.51
24596.5,6819.81
24597,6629.34
24597.5,6471.64
24598,6257.93
24598.5,6175.72
24599,6036.45
24599.5,5810.76
24600,5545.77
24600.5,5417.92
24601,5272.65
24601.5,5176.11
24602,5147.54
24602.5,5111.72
24603,5072.23
24603.5,5065.19
24604,5103.01
24604.5,5171.84
24605,5247
24605.5,5335.53
24606,5475.19
24606.5,5646.86
24607,5744.08
24607.5,5855.21
24608,5739.13
24608.5,5722.76
24609,5582.76
24609.5,5491.5
24610,5333.78
24610.5,5290.47
24611,5210.51
24611.5,5197.95
24612,5192.92
24612.5,5204.75
24613,5261.24
24613.5,5359.77
24614,5484.47
24614.5,5633.12
24615,5821.38
24615.5,6030.57
24616,6250.15
24616.5,6518.45
24617,6749.09
24617.5,6852.25
24618,6896.8
24618.5,6982.46
24619,7168.19
24619.5,7076.47
24620,6942.11
24620.5,6799.67
24621,6588.21
24621.5,6441.78
24622,6251.24
24622.5,6171.14
24623,6050.1
24623.5,5831.87
24624,5615.97
24624.5,5444.96
24625,5349.35
24625.5,5218.16
24626,5175.96
24626.5,5114.5
24627,5059.09
24627.5,5053.96
24628,5085.94
24628.5,5131.73
24629,5226.03
24629.5,5339.12
24630,5390.14
24630.5,5670.81
24631,5772.3
24631.5,5811.22
24632,5683.31
24632.5,5602.56
24633,5482.62
24633.5,5396.93
24634,5287.22
24634.5,5262.78
24635,5235.13
24635.5,5235.45
24636,5286.51
24636.5,5308.77
24637,5349.01
24637.5,5485.47
24638,5599.38
24638.5,5758.2
24639,5908.57
24639.5,6075.33
24640,6309.15
24640.5,6545.4
24641,6782.84
24641.5,6858.01
24642,6966.44
24642.5,7064.43
24643,7254.24
24643.5,7103.25
24644,6959.62
24644.5,6869.33
24645,6661.97
24645.5,6492.36
24646,6267.53
24646.5,6173.65
24647,6080.22
24647.5,5845.5
24648,5595.87
24648.5,5439.1
24649,5299.49
24649.5,5211.01
24650,5169.2
24650.5,5095.1
24651,5090.71
24651.5,5115.37
24652,5162.29
24652.5,5264.63
24653,5315.51
24653.5,5484.72
24654,5573.7
24654.5,5745.91
24655,5856.53
24655.5,5949.77
24656,5843.73
24656.5,5753.79
24657,5623
24657.5,5466.63
24658,5387.32
24658.5,5364.35
24659,5299.94
24659.5,5321.33
24660,5338.55
24660.5,5372.35
24661,5402.49
24661.5,5478.95
24662,5591.65
24662.5,5752.52
24663,5873.55
24663.5,6023.45
24664,6290.52
24664.5,6555.59
24665,6770.24
24665.5,6838.79
24666,6882.91
24666.5,6915.68
24667,7038.92
24667.5,6930.98
24668,6857.1
24668.5,6778.36
24669,6534.5
24669.5,6410.08
24670,6240.71
24670.5,6145.44
24671,6084.93
24671.5,5866.14
24672,5632.14
24672.5,5496.82
24673,5343.88
24673.5,5246.55
24674,5207.34
24674.5,5159.42
24675,5142.88
24675.5,5096
24676,5123.76
24676.5,5155.39
24677,5184.3
24677.5,5173.43
24678,5178.07
24678.5,5179.73
24679,5159.87
24679.5,5165.91
24680,5127.23
24680.5,5112.18
24681,5051.29
24681.5,4972.57
24682,4839.5
24682.5,4747.14
24683,4769.8
24683.5,4787.63
24684,4805.31
24684.5,4803.85
24685,4842.21
24685.5,4936.26
24686,5002.36
24686.5,5179.39
24687,5416.98
24687.5,5621.47
24688,5857.99
24688.5,6106.59
24689,6384.52
24689.5,6570.7
24690,6664.25
24690.5,6815.09
24691,6900.06
24691.5,6823.37
24692,6714.55
24692.5,6575.93
24693,6460.76
24693.5,6344.97
24694,6177.51
24694.5,6150.23
24695,6039.62
24695.5,5855.44
24696,5645.64
24696.5,5485.74
24697,5359.91
24697.5,5303.64
24698,5210.44
24698.5,5139.03
24699,5091.44
24699.5,5121.84
24700,5078.98
24700.5,5078.15
24701,5103.7
24701.5,5110.86
24702,5040.98
24702.5,5025.12
24703,4958.4
24703.5,4909.04
24704,4877.87
24704.5,4862.08
24705,4817.72
24705.5,4783.45
24706,4791.08
24706.5,4828.83
24707,4765.26
24707.5,4775.79
24708,4787.99
24708.5,4860.22
24709,4949.77
24709.5,5067.12
24710,5228.01
24710.5,5396.13
24711,5561.05
24711.5,5849.58
24712,6063.94
24712.5,6296.19
24713,6635.35
24713.5,6788.66
24714,6906.2
24714.5,7003.32
24715,7107.12
24715.5,6997.18
24716,6857.69
24716.5,6692.73
24717,6494.31
24717.5,6269.46
24718,6100.95
24718.5,6011.96
24719,5878.04
24719.5,5793.94
24720,5560.63
24720.5,5470.56
24721,5333.9
24721.5,5263.31
24722,5223.46
24722.5,5217.17
24723,5198.72
24723.5,5172.09
24724,5229.85
24724.5,5302.03
24725,5359.82
24725.5,5476.79
24726,5636.42
24726.5,5823.21
24727,5983.82
24727.5,6176.45
24728,6192.58
24728.5,6148.49
24729,6012.41
24729.5,5915.99
24730,5862.33
24730.5,5870.78
24731,5900.42
24731.5,5917.47
24732,5875.65
24732.5,5944.89
24733,5988.37
24733.5,6123.75
24734,6165.51
24734.5,6322.13
24735,6439.03
24735.5,6580.84
24736,6753.48
24736.5,6906.41
24737,7124.52
24737.5,7158.92
24738,7241.32
24738.5,7295.38
24739,7461.69
24739.5,7300.85
24740,7128.98
24740.5,6992.64
24741,6771.24
24741.5,6606.61
24742,6399.84
24742.5,6240.53
24743,6102.49
24743.5,5922.13
24744,5713.77
24744.5,5584.77
24745,5440.39
24745.5,5385.74
24746,5297.32
24746.5,5294.91
24747,5263.46
24747.5,5243
24748,5297.94
24748.5,5339.59
24749,5384.53
24749.5,5539.99
24750,5586.25
24750.5,5850.34
24751,6009.27
24751.5,6111.99
24752,6029.01
24752.5,5956.89
24753,5760.17
24753.5,5715.41
24754,5598.93
24754.5,5551.89
24755,5475.32
24755.5,5496.91
24756,5504.65
24756.5,5521.99
24757,5573.52
24757.5,5648.38
24758,5783.31
24758.5,5930.04
24759,6064.97
24759.5,6235.59
24760,6450.17
24760.5,6678.3
24761,6865.16
24761.5,7006.69
24762,7049.62
24762.5,7148.88
24763,7241.11
24763.5,7106.85
24764,7034.3
24764.5,6894.59
24765,6706.87
24765.5,6573.9
24766,6354.26
24766.5,6232.61
24767,6139.21
24767.5,5837.67
24768,5612.13
24768.5,5458.25
24769,5365.65
24769.5,5271.32
24770,5244.55
24770.5,5225.95
24771,5198.43
24771.5,5228.71
24772,5189
24772.5,5265.16
24773,5362.02
24773.5,5493.15
24774,5566.72
24774.5,5798.41
24775,6050.41
24775.5,6273.23
24776,6240.69
24776.5,6127.94
24777,6162.86
24777.5,6128.57
24778,6055.95
24778.5,6005.22
24779,6077.43
24779.5,5954.56
24780,5932.69
24780.5,5863.67
24781,5821.54
24781.5,5958.39
24782,6168.11
24782.5,6287.03
24783,6277.78
24783.5,6291.95
24784,6388.86
24784.5,6554.13
24785,6752.69
24785.5,6833.5
24786,6982.16
24786.5,7046.93
24787,7178.28
24787.5,7063.48
24788,6978.79
24788.5,6828.48
24789,6640.97
24789.5,6503.3
24790,6333.51
24790.5,6233.32
24791,6128.79
24791.5,5920.88
24792,5686.4
24792.5,5545.43
24793,5412.34
24793.5,5341.64
24794,5305.15
24794.5,5242.3
24795,5230.12
24795.5,5160.63
24796,5151.06
24796.5,5233.6
24797,5385.29
24797.5,5510.94
24798,5573.02
24798.5,5786.33
24799,5919.26
24799.5,6057.62
24800,5951.18
24800.5,5917.48
24801,5900.9
24801.5,5820.77
24802,5695.97
24802.5,5682.62
24803,5630.5
24803.5,5589.29
24804,5581.49
24804.5,5576.51
24805,5582.77
24805.5,5620.25
24806,5766.54
24806.5,5934.47
24807,6104.38
24807.5,6239.71
24808,6397.32
24808.5,6624.73
24809,6825.63
24809.5,6896.63
24810,6989.95
24810.5,7086.83
24811,7253.75
24811.5,7121.93
24812,7056.49
24812.5,6971.16
24813,6764.73
24813.5,6609.89
24814,6378.83
24814.5,6302.18
24815,6176.33
24815.5,5956.37
24816,5699.88
24816.5,5525.54
24817,5403.51
24817.5,5338.93
24818,5285.91
24818.5,5224.3
24819,5213.22
24819.5,5225.23
24820,5259.13
24820.5,5323.85
24821,5395.18
24821.5,5495.16
24822,5605.19
24822.5,5806.31
24823,5964.8
24823.5,6114.21
24824,6191.19
24824.5,6086.86
24825,5987.94
24825.5,5933.99
24826,5873.02
24826.5,5893.72
24827,5986.3
24827.5,5951.49
24828,5862.67
24828.5,5889.12
24829,5980.36
24829.5,5940.44
24830,6006.86
24830.5,6096.51
24831,6243.5
24831.5,6329.42
24832,6414.4
24832.5,6516.15
24833,6660.31
24833.5,6716.56
24834,6740.22
24834.5,6806.86
24835,6931.92
24835.5,6871.4
24836,6850.88
24836.5,6750.89
24837,6591.58
24837.5,6417.41
24838,6288.08
24838.5,6183.73
24839,6087.05
24839.5,5880.29
24840,5661.59
24840.5,5531.02
24841,5383.08
24841.5,5272.47
24842,5196.62
24842.5,5174.35
24843,5128.07
24843.5,5133.19
24844,5149.26
24844.5,5156.91
24845,5163.27
24845.5,5201.5
24846,5143.78
24846.5,5164.03
24847,5207.26
24847.5,5339.7
24848,5454.07
24848.5,5497.17
24849,5528.78
24849.5,5543.39
24850,5437.17
24850.5,5454.96
24851,5465.56
24851.5,5550.91
24852,5490.74
24852.5,5367.52
24853,5260.97
24853.5,5315.96
24854,5325.12
24854.5,5323.86
24855,5439.87
24855.5,5570.77
24856,5829.74
24856.5,6097.23
24857,6311.09
24857.5,6470.29
24858,6569.93
24858.5,6663.64
24859,6803.26
24859.5,6728.59
24860,6633.28
24860.5,6572.5
24861,6383.28
24861.5,6234.89
24862,6128.92
24862.5,6078.89
24863,5973.46
24863.5,5806
24864,5596.25
24864.5,5447.54
24865,5324.8
24865.5,5215.42
24866,5145.37
24866.5,5120.53
24867,5078.16
24867.5,5081.72
24868,5095.02
24868.5,5090.47
24869,5092.86
24869.5,5039.26
24870,4960.47
24870.5,4964.34
24871,4953.08
24871.5,4980.32
24872,4973.65
24872.5,5082.07
24873,5183.67
24873.5,5282.91
24874,5207.18
24874.5,5085.37
24875,4961.09
24875.5,4925
24876,4953.65
24876.5,4977.46
24877,4939.56
24877.5,5012.75
24878,5095.16
24878.5,5242.29
24879,5426.67
24879.5,5704.05
24880,5930.91
24880.5,6197.01
24881,6538.6
24881.5,6693.75
24882,6818
24882.5,6951.16
24883,7068.7
24883.5,6990.59
24884,6932.46
24884.5,6851.96
24885,6619.64
24885.5,6421.65
24886,6275.87
24886.5,6167.26
24887,6050.92
24887.5,5864.04
24888,5647.94
24888.5,5528.83
24889,5370.79
24889.5,5300.26
24890,5267.17
24890.5,5237.84
24891,5212.38
24891.5,5232.07
24892,5241.63
24892.5,5273.3
24893,5347.39
24893.5,5470.2
24894,5618.62
24894.5,5872.44
24895,6040.56
24895.5,6240.91
24896,6351.48
24896.5,6383.38
24897,6251.94
24897.5,6056.75
24898,5830.5
24898.5,5758.65
24899,5892.51
24899.5,5975.19
24900,6063.07
24900.5,6224.94
24901,6400.68
24901.5,6453.05
24902,6617.57
24902.5,6646.98
24903,6735.61
24903.5,6962.92
24904,7163.09
24904.5,7378.38
24905,7529.36
24905.5,7507.38
24906,7578.48
24906.5,7611.32
24907,7770.01
24907.5,7631.29
24908,7473.09
24908.5,7323.28
24909,7060.67
24909.5,6871.16
24910,6656.58
24910.5,6447.02
24911,6347
24911.5,6077.71
24912,5850.8
24912.5,5685.19
24913,5560.85
24913.5,5477.42
24914,5411.08
24914.5,5361.93
24915,5330.71
24915.5,5363.89
24916,5352.35
24916.5,5352.48
24917,5405.67
24917.5,5525.33
24918,5656.44
24918.5,5873.2
24919,6031.12
24919.5,6139.09
24920,6059.52
24920.5,5931.74
24921,5769.76
24921.5,5737.28
24922,5770.41
24922.5,5717.28
24923,5734.2
24923.5,5694.33
24924,5636.51
24924.5,5674.82
24925,5629.85
24925.5,5626.94
24926,5689.9
24926.5,5783.63
24927,5921.69
24927.5,6154.01
24928,6458.92
24928.5,6661.27
24929,6903.68
24929.5,7068.88
24930,7122.79
24930.5,7165.82
24931,7331.9
24931.5,7221.78
24932,7097.82
24932.5,6989.49
24933,6768.79
24933.5,6553.64
24934,6365.57
24934.5,6198.17
24935,6085.95
24935.5,5891.51
24936,5677.57
24936.5,5515.63
24937,5406.24
24937.5,5330.15
24938,5234.88
24938.5,5218.23
24939,5189.26
24939.5,5156.79
24940,5144.59
24940.5,5219.03
24941,5281.01
24941.5,5384.45
24942,5483.87
24942.5,5644.35
24943,5756.3
24943.5,5792.07
24944,5643.32
24944.5,5509.8
24945,5396.59
24945.5,5236.25
24946,5202.18
24946.5,5127.3
24947,5098.9
24947.5,5166.83
24948,5191.18
24948.5,5273.01
24949,5331.25
24949.5,5419.18
24950,5562.61
24950.5,5722.5
24951,5883.82
24951.5,6092.75
24952,6347.23
24952.5,6601.4
24953,6890.75
24953.5,7014.37
24954,7090.84
24954.5,7147.01
24955,7321.44
24955.5,7195.74
24956,7104.67
24956.5,6989.1
24957,6747.95
24957.5,6565.09
24958,6368.66
24958.5,6229.96
24959,6103.48
24959.5,5928.35
24960,5681.3
24960.5,5524.51
24961,5391.26
24961.5,5275.33
24962,5208.83
24962.5,5186.22
24963,5163.41
24963.5,5140.71
24964,5147.13
24964.5,5228.83
24965,5285.11
24965.5,5382.59
24966,5479.11
24966.5,5649.64
24967,5736.25
24967.5,5772.1
24968,5643.66
24968.5,5543.33
24969,5419.14
24969.5,5353.06
24970,5333.11
24970.5,5368.18
24971,5405.52
24971.5,5417.87
24972,5563.29
24972.5,5649.77
24973,5766.16
24973.5,5880.01
24974,6070.02
24974.5,6263.16
24975,6488.95
24975.5,6720.07
24976,7011.42
24976.5,7273.41
24977,7538.5
24977.5,7579.67
24978,7646.5
24978.5,7662.85
24979,7794.22
24979.5,7656.64
24980,7536.73
24980.5,7321.32
24981,7113.77
24981.5,6899.97
24982,6586.95
24982.5,6440.62
24983,6274.79
24983.5,6033.25
24984,5786.76
24984.5,5645.16
24985,5512.34
24985.5,5407.19
24986,5345.32
24986.5,5266.66
24987,5239.74
24987.5,5220.19
24988,5266.25
24988.5,5304.22
24989,5369.67
24989.5,5524.88
24990,5634.49
24990.5,5754.52
24991,5864.75
24991.5,5971.23
24992,5905.37
24992.5,5858.95
24993,5851.53
