Hours since 1 January 2017 00:00,Measured grid demand (MW)
23481.5,5498.51
23482,5366.3
23482.5,5297.54
23483,5245.05
23483.5,5203.56
23484,5284.49
23484.5,5297.78
23485,5355.63
23485.5,5475.64
23486,5649.21
23486.5,5856.97
23487,5968.35
23487.5,6167.85
23488,6401.43
23488.5,6644.56
23489,6863.91
23489.5,6984.33
23490,7004.62
23490.5,7109.77
23491,7101.4
23491.5,6918.12
23492,6830.01
23492.5,6696.63
23493,6507.01
23493.5,6340.93
23494,6280.59
23494.5,6202.96
23495,6066.86
23495.5,5908.55
23496,5698.75
23496.5,5501.26
23497,5344.51
23497.5,5272.91
23498,5200.17
23498.5,5155.03
23499,5062.98
23499.5,5034.38
23500,5020.12
23500.5,5043.92
23501,5069
23501.5,5138.84
23502,5203.63
23502.5,5290.88
23503,5365.18
23503.5,5437.29
23504,5407.71
23504.5,5289.9
23505,5118.51
23505.5,4981.31
23506,4852.98
23506.5,4752.48
23507,4667.78
23507.5,4592.28
23508,4558.47
23508.5,4562.97
23509,4580.2
23509.5,4659
23510,4792.95
23510.5,4908.65
23511,5094.42
23511.5,5266.45
23512,5488.63
23512.5,5772.4
23513,6017.14
23513.5,6201.87
23514,6386.73
23514.5,6617.62
23515,6633.8
23515.5,6468.23
23516,6391.81
23516.5,6332.93
23517,6207.22
23517.5,6067.66
23518,5950.98
23518.5,5887.55
23519,5804.97
23519.5,5646.99
23520,5495.77
23520.5,5348.36
23521,5215.14
23521.5,5106.02
23522,5016.33
23522.5,4961.54
23523,4938.31
23523.5,4883.04
23524,4873.96
23524.5,4929.23
23525,4941.19
23525.5,4965.95
23526,5038.77
23526.5,5134.5
23527,5117.56
23527.5,5082.2
23528,5003.75
23528.5,4947.72
23529,4829
23529.5,4745.77
23530,4624.77
23530.5,4484.57
23531,4363.58
23531.5,4281.98
23532,4251.08
23532.5,4246.64
23533,4275.04
23533.5,4321.55
23534,4436.81
23534.5,4571.92
23535,4767.73
23535.5,4999.36
23536,5244.25
23536.5,5528.57
23537,5945.24
23537.5,6240.41
23538,6513.97
23538.5,6775.05
23539,6807.88
23539.5,6659.51
23540,6509.6
23540.5,6410.6
23541,6274.26
23541.5,6074.26
23542,5951.95
23542.5,5837.7
23543,5700.26
23543.5,5557.72
23544,5354
23544.5,5194.35
23545,5086.06
23545.5,4964.4
23546,4909.81
23546.5,4929.86
23547,4863.64
23547.5,4854.71
23548,4880.4
23548.5,4972.15
23549,5105.32
23549.5,5329.13
23550,5572.72
23550.5,5951.6
23551,6198.3
23551.5,6264.41
23552,6086.36
23552.5,5725.54
23553,5555.12
23553.5,5344.38
23554,5147
23554.5,5014.45
23555,4907.27
23555.5,4804.36
23556,4804.42
23556.5,4808.95
23557,4845.39
23557.5,4892.75
23558,5028.97
23558.5,5164.85
23559,5324.95
23559.5,5529.21
23560,5798.77
23560.5,6101.29
23561,6395.1
23561.5,6745.17
23562,6960.06
23562.5,7177.25
23563,7227.58
23563.5,7043.62
23564,6933.01
23564.5,6801.61
23565,6591.5
23565.5,6412.58
23566,6254.34
23566.5,6141.61
23567,6012.54
23567.5,5815.44
23568,5571.68
23568.5,5368.85
23569,5208.91
23569.5,5105.57
23570,5060.48
23570.5,5002.14
23571,4974.84
23571.5,5024.82
23572,5045.3
23572.5,5149.63
23573,5247.98
23573.5,5487.99
23574,5718.68
23574.5,6105.28
23575,6353.72
23575.5,6418.03
23576,6219.33
23576.5,5895.12
23577,5613.83
23577.5,5357.63
23578,5133.31
23578.5,4974.92
23579,4852.56
23579.5,4836.59
23580,4816.61
23580.5,4857.56
23581,4918.9
23581.5,5043.15
23582,5175.03
23582.5,5344.8
23583,5389.25
23583.5,5517
23584,5784.15
23584.5,6110.49
23585,6452.89
23585.5,6769.42
23586,7008.34
23586.5,7227.45
23587,7253.7
23587.5,7085.72
23588,7019.13
23588.5,6934.98
23589,6764.82
23589.5,6590.55
23590,6390.71
23590.5,6236.85
23591,6094.63
23591.5,5905.53
23592,5694.04
23592.5,5495.08
23593,5366.68
23593.5,5245.81
23594,5201.09
23594.5,5126.77
23595,5092.13
23595.5,5088.68
23596,5123.9
23596.5,5197.1
23597,5252.88
23597.5,5496.18
23598,5761.47
23598.5,6088.41
23599,6376.8
23599.5,6496.95
23600,6257.89
23600.5,5887.54
23601,5643.28
23601.5,5435.15
23602,5267.91
23602.5,5387.04
23603,5497.92
23603.5,5468.21
23604,5441.59
23604.5,5398.09
23605,5344.32
23605.5,5275.96
23606,5283.54
23606.5,5406.99
23607,5511.64
23607.5,5684.84
23608,5898.58
23608.5,6219.23
23609,6550.4
23609.5,6760.65
23610,6998.18
23610.5,7142.43
23611,7204.01
23611.5,7026.18
23612,6952.81
23612.5,6879.98
23613,6688.94
23613.5,6521.14
23614,6314.11
23614.5,6197.07
23615,6055.35
23615.5,5863.55
23616,5659.73
23616.5,5477.87
23617,5332.82
23617.5,5228.11
23618,5121.26
23618.5,5101.48
23619,5111.54
23619.5,5067.97
23620,5060.68
23620.5,5133.83
23621,5266.42
23621.5,5475.12
23622,5729.89
23622.5,6104.4
23623,6255.64
23623.5,6351.81
23624,6095.58
23624.5,5760.89
23625,5527.01
23625.5,5321.99
23626,5165.87
23626.5,4951.56
23627,4861.5
23627.5,4802.41
23628,4752.88
23628.5,4764.37
23629,4771.43
23629.5,4845.08
23630,4966.03
23630.5,5127.17
23631,5253.2
23631.5,5498.83
23632,5798.69
23632.5,6104.37
23633,6408.29
23633.5,6648.63
23634,6897.87
23634.5,7072.5
23635,7184.3
23635.5,7048.85
23636,6970.71
23636.5,6837.86
23637,6663.56
23637.5,6490.17
23638,6260.42
23638.5,6160.75
23639,5986.26
23639.5,5822.12
23640,5619.37
23640.5,5453.97
23641,5369.25
23641.5,5238.82
23642,5173.64
23642.5,5165.43
23643,5113.08
23643.5,5117.72
23644,5132.12
23644.5,5200.86
23645,5330.42
23645.5,5579.15
23646,5800.85
23646.5,6136.35
23647,6296.9
23647.5,6355.69
23648,6120.33
23648.5,5814.45
23649,5530.9
23649.5,5349.39
23650,5161.32
23650.5,5048.6
23651,4990.36
23651.5,4949.68
23652,4940.25
23652.5,4930.54
23653,4990.02
23653.5,5082.15
23654,5192.2
23654.5,5354.41
23655,5551.58
23655.5,5721.61
23656,5949.84
23656.5,6207.59
23657,6470.61
23657.5,6634.84
23658,6730.62
23658.5,6761.72
23659,6832.33
23659.5,6735.39
23660,6674.46
23660.5,6573.89
23661,6425.4
23661.5,6266.88
23662,6132.78
23662.5,6070.92
23663,5935.18
23663.5,5765.85
23664,5559.84
23664.5,5405.74
23665,5262.05
23665.5,5146.38
23666,5075.01
23666.5,5040.21
23667,4999.46
23667.5,5003.98
23668,4988.57
23668.5,5002.94
23669,5043.27
23669.5,5108.42
23670,5161.11
23670.5,5279.43
23671,5317.33
23671.5,5308.92
23672,5186.09
23672.5,5110.79
23673,5018.29
23673.5,4834.33
23674,4753.94
23674.5,4618.38
23675,4528.43
23675.5,4444.51
23676,4434.92
23676.5,4389.89
23677,4488.33
23677.5,4498.43
23678,4601.25
23678.5,4792.95
23679,4990.95
23679.5,5198.77
23680,5463.55
23680.5,5770.65
23681,6024.78
23681.5,6234.05
23682,6409.56
23682.5,6509.27
23683,6553.69
23683.5,6400.27
23684,6313.4
23684.5,6282.24
23685,6156.64
23685.5,6020.42
23686,5940.72
23686.5,5869.25
23687,5755.69
23687.5,5602.25
23688,5433.34
23688.5,5302.05
23689,5157.49
23689.5,5037.46
23690,5032.64
23690.5,4973.96
23691,4898.51
23691.5,4887.34
23692,4877.08
23692.5,4899.69
23693,4917.11
23693.5,4985.08
23694,5003.84
23694.5,5048.91
23695,5058.28
23695.5,4991.19
23696,4908.49
23696.5,4878.61
23697,4824.01
23697.5,4724.63
23698,4628.22
23698.5,4533.43
23699,4426.91
23699.5,4363.99
23700,4352.31
23700.5,4382.52
23701,4400.24
23701.5,4402.75
23702,4518.14
23702.5,4640.46
23703,4876
23703.5,5120.09
23704,5386.3
23704.5,5715.07
23705,6033.29
23705.5,6302.43
23706,6502.72
23706.5,6714.22
23707,6759.39
23707.5,6620.22
23708,6507.63
23708.5,6470.26
23709,6303.26
23709.5,6158.5
23710,5953.12
23710.5,5803.41
23711,5757.82
23711.5,5577.88
23712,5457.24
23712.5,5322.07
23713,5184.26
23713.5,5094.86
23714,5044.2
23714.5,4971.44
23715,4958.33
23715.5,4984.45
23716,5003.31
23716.5,5056.61
23717,5156.34
23717.5,5338.65
23718,5593.5
23718.5,5887
23719,6066.36
23719.5,6114.8
23720,5927.22
23720.5,5753.43
23721,5553.54
23721.5,5339.94
23722,5202.61
23722.5,5068.44
23723,4993.16
23723.5,5006.74
23724,4997.67
23724.5,5019.33
23725,5077.5
23725.5,5138.32
23726,5261.6
23726.5,5447.63
23727,5610.29
23727.5,5836.95
23728,6122.35
23728.5,6365.47
23729,6585.24
23729.5,6794
23730,7016.42
23730.5,7219.4
23731,7200.09
23731.5,7033.92
23732,6869.45
23732.5,6740.79
23733,6563.96
23733.5,6399.5
23734,6236.19
23734.5,6072.8
23735,5938.22
23735.5,5707.57
23736,5523.52
23736.5,5387.64
23737,5236.75
23737.5,5107.36
23738,5072.23
23738.5,5015.06
23739,5011.14
23739.5,5012.11
23740,5020.11
23740.5,5069.33
23741,5208.43
23741.5,5374.42
23742,5568.53
23742.5,5827.77
23743,6005.46
23743.5,6028.5
23744,5844.18
23744.5,5617.42
23745,5486.49
23745.5,5371.25
23746,5214.62
23746.5,5105.38
23747,5030.4
23747.5,5030.32
23748,5036.05
23748.5,5098.23
23749,5193.48
23749.5,5300.3
23750,5442.28
23750.5,5624.34
23751,5812.76
23751.5,6088.6
23752,6374.31
23752.5,6554.99
23753,6806.97
23753.5,6985.8
23754,7130.92
23754.5,7126.63
23755,7162.6
23755.5,7023.39
23756,6898.11
23756.5,6798.61
23757,6571.29
23757.5,6421.11
23758,6310.26
23758.5,6103.25
23759,5986.65
23759.5,5784.29
23760,5548.68
23760.5,5377.78
23761,5254.62
23761.5,5131.1
23762,5057.16
23762.5,5017.79
23763,5009.33
23763.5,5028.28
23764,5034.45
23764.5,5093.67
23765,5225.38
23765.5,5396.15
23766,5559.04
23766.5,5885.82
23767,6082.17
23767.5,6092.79
23768,5851.04
23768.5,5621.05
23769,5397.12
23769.5,5189.28
23770,5048.11
23770.5,4930.32
23771,4851.11
23771.5,4846.98
23772,4840.95
23772.5,4867.85
23773,4910.76
23773.5,5029.54
23774,5157.15
23774.5,5340.75
23775,5464.15
23775.5,5667.73
23776,5904.41
23776.5,6128.11
23777,6419.82
23777.5,6663.64
23778,6812.3
23778.5,6982.69
23779,7052.36
23779.5,6907.25
23780,6864.38
23780.5,6757.01
23781,6562.12
23781.5,6378.08
23782,6222.6
23782.5,6125.62
23783,6028.1
23783.5,5811.77
23784,5600.1
23784.5,5393.87
23785,5274.25
23785.5,5184.32
23786,5161.39
23786.5,5095.7
23787,5076.06
23787.5,5041.03
23788,5059.18
23788.5,5126.44
23789,5225.15
23789.5,5453.82
23790,5678.16
23790.5,5931.96
23791,6043.95
23791.5,6090.56
23792,5866.47
23792.5,5618.85
23793,5407.16
23793.5,5224.26
23794,5130
23794.5,5061.71
23795,4957.54
23795.5,4930.12
23796,4913.77
23796.5,4915.06
23797,5000.95
23797.5,5145.64
23798,5278.67
23798.5,5466.44
23799,5646.81
23799.5,5824.88
23800,6070.86
23800.5,6281.32
23801,6559.23
23801.5,6724.86
23802,6894.48
23802.5,7007.82
23803,7159.78
23803.5,7015.82
23804,6934.91
23804.5,6777.37
23805,6613.23
23805.5,6432.18
23806,6249.49
23806.5,6154.96
23807,6006.37
23807.5,5801.15
23808,5568.64
23808.5,5393.06
23809,5249.78
23809.5,5130
23810,5096.55
23810.5,5034.26
23811,4990.28
23811.5,5013.37
23812,5038.42
23812.5,5131.84
23813,5218.03
23813.5,5423.89
23814,5614.44
23814.5,5882.88
23815,6041.07
23815.5,6098.71
23816,5989.31
23816.5,5828.3
23817,5711.13
23817.5,5659.07
23818,5553.48
23818.5,5443.6
23819,5323.54
23819.5,5291.8
23820,5310.69
23820.5,5265.61
23821,5291.94
23821.5,5362.81
23822,5465.52
23822.5,5561.83
23823,5701.28
23823.5,5899.75
23824,6146.68
23824.5,6362.38
23825,6518.57
23825.5,6619.15
23826,6761.94
23826.5,6861.3
23827,6935.41
23827.5,6803.02
23828,6743.72
23828.5,6645.48
23829,6471.51
23829.5,6305.69
23830,6138.29
23830.5,6130.1
23831,6031.05
23831.5,5811.36
23832,5567.83
23832.5,5388.32
23833,5232.1
23833.5,5147.34
23834,5073.85
23834.5,5057.32
23835,5005.3
23835.5,4976.03
23836,4965.81
23836.5,4984.72
23837,5054.82
23837.5,5169
23838,5206.38
23838.5,5242.24
23839,5268.04
23839.5,5377.67
23840,5383.68
23840.5,5372.38
23841,5285.26
23841.5,5246.69
23842,5147.27
23842.5,5039.78
23843,4896.14
23843.5,4721.46
23844,4644.87
23844.5,4617.1
23845,4563.62
23845.5,4578.63
23846,4721.72
23846.5,4824.53
23847,4983.92
23847.5,5199.1
23848,5466.67
23848.5,5791.24
23849,6110.3
23849.5,6244.7
23850,6404.7
23850.5,6556.34
23851,6591.22
23851.5,6409.87
23852,6359.74
23852.5,6277.13
23853,6143.72
23853.5,6065.51
23854,6022.6
23854.5,5966.24
23855,5920.07
23855.5,5727.88
23856,5530.09
23856.5,5313.8
23857,5216.32
23857.5,5135.12
23858,5047.44
23858.5,5008.38
23859,4958.29
23859.5,4927.12
23860,4876.51
23860.5,4924.09
23861,4945.97
23861.5,4984.52
23862,5042.53
23862.5,5061.75
23863,5071.53
23863.5,5140.78
23864,5137.06
23864.5,5137.16
23865,5006.36
23865.5,5032.61
23866,4955.19
23866.5,4869.69
23867,4772.66
23867.5,4663.73
23868,4602.08
23868.5,4525.91
23869,4547.91
23869.5,4590.57
23870,4661.7
23870.5,4797.44
23871,5000.84
23871.5,5286.11
23872,5552.77
23872.5,5891.67
23873,6132.78
23873.5,6362.58
23874,6585.7
23874.5,6816.8
23875,6817.06
23875.5,6659.46
23876,6557.75
23876.5,6476.08
23877,6299.75
23877.5,6198.13
23878,6086.11
23878.5,6016.13
23879,5912.67
23879.5,5692.08
23880,5537.42
23880.5,5343.48
23881,5203.19
23881.5,5134.74
23882,5051.75
23882.5,5025.04
23883,5002.42
23883.5,5037.27
23884,5002.15
23884.5,5056.95
23885,5153.93
23885.5,5386.98
23886,5523.11
23886.5,5760.26
23887,5894.6
23887.5,5953.16
23888,5870.54
23888.5,5781.89
23889,5665.27
23889.5,5533.34
23890,5471.46
23890.5,5379.15
23891,5377.45
23891.5,5327.53
23892,5324.76
23892.5,5347.38
23893,5439.07
23893.5,5597.11
23894,5761.03
23894.5,5991.22
23895,6133
23895.5,6344.61
23896,6564.86
23896.5,6680.91
23897,6881.55
23897.5,6987.06
23898,7103.89
23898.5,7244.23
23899,7239.8
23899.5,7040.25
23900,6944.08
23900.5,6799.51
23901,6606.47
23901.5,6437.58
23902,6295.92
23902.5,6191.76
23903,6082.05
23903.5,5856.81
23904,5653.95
23904.5,5464.56
23905,5340.67
23905.5,5258.53
23906,5184.59
23906.5,5095.31
23907,5087.11
23907.5,5082.5
23908,5097.8
23908.5,5137.75
23909,5272.73
23909.5,5433.16
23910,5515.28
23910.5,5698.77
23911,5837.25
23911.5,5891.43
23912,5705.02
23912.5,5625.91
23913,5596.66
23913.5,5449.27
23914,5320.23
23914.5,5253.95
23915,5286.23
23915.5,5272.39
23916,5187.55
23916.5,5218.39
23917,5273.19
23917.5,5390.44
23918,5519.89
23918.5,5654.64
23919,5855.81
23919.5,5985.79
23920,6140.49
23920.5,6313.54
23921,6556.85
23921.5,6719.67
23922,6909.08
23922.5,7075.75
23923,7078.01
23923.5,6884.7
23924,6782.49
23924.5,6664.61
23925,6495.96
23925.5,6332.16
23926,6169.34
23926.5,6059.52
23927,5927.28
23927.5,5747.23
23928,5550.34
23928.5,5436.84
23929,5291.93
23929.5,5221.57
23930,5154.91
23930.5,5141.53
23931,5122.86
23931.5,5109.06
23932,5076.06
23932.5,5174.39
23933,5251.97
23933.5,5428.42
23934,5538.4
23934.5,5798.64
23935,5905.09
23935.5,6046.79
23936,6029.27
23936.5,6058.96
23937,5994.45
23937.5,5840.92
23938,5684.95
23938.5,5648.32
23939,5641
23939.5,5493.09
23940,5558.73
23940.5,5539.76
23941,5518.86
23941.5,5509.34
23942,5596.33
23942.5,5724.78
23943,5844.28
23943.5,6003.86
23944,6201.19
23944.5,6381.81
23945,6624.81
23945.5,6770.78
23946,6896.44
23946.5,7038.04
23947,7103.88
23947.5,6920.19
23948,6821.12
23948.5,6762.39
23949,6544.64
23949.5,6432.72
23950,6268.87
23950.5,6180.71
23951,6080.48
23951.5,5840.66
23952,5617.53
23952.5,5487.92
23953,5332.23
23953.5,5242.12
23954,5238.47
23954.5,5219.18
23955,5195.5
23955.5,5204.09
23956,5203.89
23956.5,5291.56
23957,5368.86
23957.5,5551.29
23958,5639.9
23958.5,5863.99
23959,6005.92
23959.5,6131.04
23960,6079.52
23960.5,6099.13
23961,6038.66
23961.5,6123.93
23962,6055.81
23962.5,5937.66
23963,5734.03
23963.5,5668.87
23964,5630.6
23964.5,5622.13
23965,5604.82
23965.5,5722.99
23966,5873.02
23966.5,5916.33
23967,5960.74
23967.5,6047.65
23968,6223.5
23968.5,6431.56
23969,6675.82
23969.5,6832.28
23970,6961.48
23970.5,7071.59
23971,7154.16
23971.5,7018.26
23972,6978.07
23972.5,6874.91
23973,6688.63
23973.5,6551.48
23974,6339.27
23974.5,6223.9
23975,6129.03
23975.5,5924.36
23976,5692.22
23976.5,5492.73
23977,5369.21
23977.5,5315.91
23978,5249.87
23978.5,5190.91
23979,5201.07
23979.5,5157.1
23980,5164.53
23980.5,5200.47
23981,5310.45
23981.5,5477.67
23982,5651.86
23982.5,5789.38
23983,5916.71
23983.5,5995.53
23984,5913.51
23984.5,5885.89
23985,5738.92
23985.5,5622.87
23986,5485.36
23986.5,5387.26
23987,5370.18
23987.5,5363.57
23988,5387.27
23988.5,5387.99
23989,5377.33
23989.5,5461.72
23990,5518.94
23990.5,5570.91
23991,5746.53
23991.5,5930.75
23992,6148.08
23992.5,6397.15
23993,6634.78
23993.5,6769.52
23994,6918.33
23994.5,6945.72
23995,7006.53
23995.5,6902.84
23996,6800.38
23996.5,6730.35
23997,6566.56
23997.5,6449.26
23998,6309.6
23998.5,6232.43
23999,6115.31
23999.5,5878.02
24000,5662.39
24000.5,5556.59
24001,5398.97
24001.5,5319.69
24002,5257.92
24002.5,5195.33
24003,5168.41
24003.5,5154.99
24004,5146.14
24004.5,5150.6
24005,5157.62
24005.5,5269.05
24006,5273.26
24006.5,5294.83
24007,5341.86
24007.5,5383.31
24008,5296.98
24008.5,5252.58
24009,5239.7
24009.5,5124.05
24010,5021.61
24010.5,4939.03
24011,4844.1
24011.5,4842.85
24012,4899.09
24012.5,4914.05
24013,5086.99
24013.5,5334.82
24014,5510.87
24014.5,5678.58
24015,5720.89
24015.5,5756.28
24016,5879.28
24016.5,6091.16
24017,6313.08
24017.5,6447.27
24018,6532.17
24018.5,6693.78
24019,6689.11
24019.5,6581.14
24020,6533.43
24020.5,6456.57
24021,6245.72
24021.5,6111.23
24022,6017.63
24022.5,5952.6
24023,5858.56
24023.5,5703.61
24024,5470.69
24024.5,5374.33
24025,5205.57
24025.5,5111.93
24026,5040.61
24026.5,5017.71
24027,5005.4
24027.5,4981.41
24028,4950.65
24028.5,4978.3
24029,5005.01
24029.5,5035.52
24030,5026.14
24030.5,5026.39
24031,5012.07
24031.5,5009.87
24032,4914.37
24032.5,4822.89
24033,4732.3
24033.5,4683.59
24034,4614.07
24034.5,4491.29
24035,4389.89
24035.5,4382.91
24036,4366.46
24036.5,4390.47
24037,4496.04
24037.5,4639.75
24038,4783.91
24038.5,4904.42
24039,5106.84
24039.5,5350.44
24040,5632.44
24040.5,5899.29
24041,6201.01
24041.5,6481.88
24042,6694.72
24042.5,6780.15
24043,6848.42
24043.5,6665.43
24044,6557.84
24044.5,6445.36
24045,6229.56
24045.5,6186.7
24046,6065.45
24046.5,5964.03
24047,5872.57
24047.5,5670.8
24048,5474.45
24048.5,5342.37
24049,5224.27
24049.5,5141.65
24050,5114.74
24050.5,5061.59
24051,5051.65
24051.5,5044.43
24052,5077.35
24052.5,5111.09
24053,5271.72
24053.5,5429.01
24054,5558.11
24054.5,5736.47
24055,5895.86
24055.5,5995.14
24056,5949.9
24056.5,5900.78
24057,5773.51
24057.5,5689.14
24058,5595.54
24058.5,5516.98
24059,5497.82
24059.5,5398.93
24060,5407.78
24060.5,5452.14
24061,5504.22
24061.5,5605.39
24062,5770.23
24062.5,5920.8
24063,6088.17
24063.5,6261.22
24064,6450.86
24064.5,6653.76
24065,6861.79
24065.5,7007.01
24066,7117.21
24066.5,7254.88
24067,7291.57
24067.5,7101.25
24068,7002.53
24068.5,6862.99
24069,6611.67
24069.5,6476.72
24070,6311.94
24070.5,6209.21
24071,6085.31
24071.5,5887.91
24072,5708.33
24072.5,5540.6
24073,5386.94
24073.5,5287.52
24074,5246.99
24074.5,5196.95
24075,5129.37
24075.5,5135.56
24076,5153.36
24076.5,5208.56
24077,5284.25
24077.5,5475.61
24078,5578.68
24078.5,5862.59
24079,5970.16
24079.5,6120.73
24080,6055.3
24080.5,6050
24081,5939.57
24081.5,5834.34
24082,5831.96
24082.5,5772.84
24083,5703.15
24083.5,5691.56
24084,5696.45
24084.5,5657.74
24085,5639.41
24085.5,5536.98
24086,5605.41
24086.5,5739.53
24087,5836.12
24087.5,6014.91
24088,6223.56
24088.5,6382.72
24089,6538.69
24089.5,6670.23
24090,6896.93
24090.5,7017.49
24091,7053.55
24091.5,6930.38
24092,6805.43
24092.5,6676.33
24093,6498.19
24093.5,6347.3
24094,6153.16
24094.5,6062.51
24095,5980.87
24095.5,5772.62
24096,5571.47
24096.5,5374.52
24097,5233.47
24097.5,5166.74
24098,5142.79
24098.5,5090.29
24099,5062.3
24099.5,5052.02
24100,5055.84
24100.5,5133.49
24101,5191.42
24101.5,5380.81
24102,5535.63
24102.5,5779.52
24103,5889.13
24103.5,5977.78
24104,5874.28
24104.5,5818.42
24105,5767.69
24105.5,5672.23
24106,5544.42
24106.5,5434.87
24107,5363.22
24107.5,5274.58
24108,5230.33
24108.5,5209.89
24109,5227.71
24109.5,5223.19
24110,5326.79
24110.5,5424.53
24111,5598.81
24111.5,5832.63
24112,6053.51
24112.5,6248.39
24113,6510.7
24113.5,6645.45
24114,6813.02
24114.5,6997.35
24115,7065.28
24115.5,6906.91
24116,6800.39
24116.5,6739.32
24117,6585.08
24117.5,6432.77
24118,6240.65
24118.5,6115.2
24119,6002.84
24119.5,5820.87
24120,5621.11
24120.5,5442.82
24121,5288.8
24121.5,5190.5
24122,5156.18
24122.5,5136.88
24123,5126.44
24123.5,5117.59
24124,5079.73
24124.5,5179.94
24125,5279.8
24125.5,5401.21
24126,5558.87
24126.5,5749
24127,5784.13
24127.5,5796.36
24128,5683.89
24128.5,5537.99
24129,5405.63
24129.5,5261.82
24130,5139.85
24130.5,5060.76
24131,5020.43
24131.5,5017.09
24132,4996.68
24132.5,5044.6
24133,5094.46
24133.5,5135.49
24134,5261.04
24134.5,5393.09
24135,5575.22
24135.5,5765.89
24136,6025.02
24136.5,6247.53
24137,6470.32
24137.5,6607.85
24138,6808.41
24138.5,6965.48
24139,7021.37
24139.5,6956.45
24140,6911.72
24140.5,6805.25
24141,6626.6
24141.5,6465.51
24142,6262.54
24142.5,6151.34
24143,6017.58
24143.5,5795.61
24144,5561.26
24144.5,5393.64
24145,5273.39
24145.5,5177.52
24146,5128.02
24146.5,5089.62
24147,5080.68
24147.5,5050.92
24148,5083.56
24148.5,5153.16
24149,5265.29
24149.5,5425.47
24150,5573.09
24150.5,5704.52
24151,5793.43
24151.5,5792.73
24152,5675.82
24152.5,5536.74
24153,5426.44
24153.5,5283.54
24154,5187.69
24154.5,5129.01
24155,5086.91
24155.5,5053.95
24156,5043.7
24156.5,5083.79
24157,5121.52
24157.5,5136.37
24158,5238.77
24158.5,5353.57
24159,5497.97
24159.5,5759.82
24160,6030.23
24160.5,6274.07
24161,6564.43
24161.5,6648.62
24162,6670.15
24162.5,6749.33
24163,6822.47
24163.5,6671.68
24164,6635.84
24164.5,6526.28
24165,6358.8
24165.5,6215.57
24166,6106.24
24166.5,6033.77
24167,5951.89
24167.5,5740.77
24168,5554.67
24168.5,5338.3
24169,5194.61
24169.5,5040.1
24170,4948.13
24170.5,4918.66
24171,4878.87
24171.5,4890.56
24172,4884.63
24172.5,4898.44
24173,4927.9
24173.5,5005.57
24174,5001.17
24174.5,5027.68
24175,5013.72
24175.5,4965.56
24176,4852.98
24176.5,4834.17
24177,4788.85
24177.5,4681.08
24178,4670.58
24178.5,4541.96
24179,4442.02
24179.5,4462.42
24180,4520.63
24180.5,4560.17
24181,4696.21
24181.5,4795.64
24182,4899.26
24182.5,5046.56
24183,5275.13
24183.5,5412.8
24184,5714.88
24184.5,5913.8
24185,6148.84
24185.5,6278.16
24186,6410.8
24186.5,6554.12
24187,6608.27
24187.5,6438.42
24188,6378.92
24188.5,6296.3
24189,6069.44
24189.5,5973.51
24190,5888.79
24190.5,5798.45
24191,5766.15
24191.5,5617.69
24192,5380.77
24192.5,5248.99
24193,5157.09
24193.5,5053.58
24194,5002.85
24194.5,4980.39
24195,4952.47
24195.5,4936.34
24196,4923.74
24196.5,4967.01
24197,5003.09
24197.5,5033.42
24198,4934.69
24198.5,4889.11
24199,4894.95
24199.5,4899.69
24200,4872.15
24200.5,4804.72
24201,4880.66
24201.5,4939.13
24202,4887.72
24202.5,4822.1
24203,4633.44
24203.5,4524.35
24204,4455.39
24204.5,4443.21
24205,4502.74
24205.5,4601.21
24206,4751.22
24206.5,4883.65
24207,5103.93
24207.5,5363.84
24208,5624.05
24208.5,5893.72
24209,6186.75
24209.5,6361.22
24210,6507.57
24210.5,6672.26
24211,6720.53
24211.5,6550.48
24212,6493.5
24212.5,6359.43
24213,6198.86
24213.5,6108.81
24214,5998.51
24214.5,5900.25
24215,5856.31
24215.5,5649.78
24216,5443.88
24216.5,5300.68
24217,5184.17
24217.5,5064.73
24218,5070.41
24218.5,4989.72
24219,4990.01
24219.5,4989.89
24220,4949.35
24220.5,4975.79
24221,5033.06
24221.5,5048.31
24222,5059.47
24222.5,5066.83
24223,5033.41
24223.5,5060.22
24224,4976.25
24224.5,4954.92
24225,4908.5
24225.5,4918.09
24226,4902.15
24226.5,4916.68
24227,4908.81
24227.5,4888.62
24228,4970.49
24228.5,5072.67
24229,5220.67
24229.5,5392.78
24230,5575.1
24230.5,5767.04
24231,6062.38
24231.5,6274.65
24232,6529.17
24232.5,6832.47
24233,7068.98
24233.5,7076.82
24234,7194.89
24234.5,7339.89
24235,7389.41
24235.5,7241.62
24236,7096.69
24236.5,6958.53
24237,6738.01
24237.5,6548.88
24238,6349.27
24238.5,6237.28
24239,6119.54
24239.5,5883.86
24240,5689.25
24240.5,5526.37
24241,5394.65
24241.5,5308.41
24242,5267.1
24242.5,5229.53
24243,5206.42
24243.5,5204.78
24244,5220.14
24244.5,5284.96
24245,5336.71
24245.5,5527.72
24246,5660.75
24246.5,5952.14
24247,6119.34
24247.5,6275.5
24248,6223.26
24248.5,6166.82
24249,6019.54
24249.5,5994.17
24250,5948.6
24250.5,5918.28
24251,6005.96
24251.5,6095.02
24252,6153.39
24252.5,6459.99
24253,6652.19
24253.5,6815.07
24254,6915.66
24254.5,7006.71
24255,7108.21
24255.5,7210.14
24256,7347.24
24256.5,7438.12
24257,7668.59
24257.5,7796.57
24258,7828.43
24258.5,7875.28
24259,7874.42
